index,Year,Month,Region,County,Beneficiaries, Benefit Amounts (Dollars) 
10991,2004,8,Mohawk Valley,Schoharie,300,270000
10992,2004,8,Southern Tier,Schuyler,200,190000
10993,2004,8,Finger Lakes,Seneca,300,260000
10994,2004,8,Southern Tier,Steuben,800,740000
10995,2004,8,North Country,St. Lawrence,1200,1000000
10996,2004,8,Long Island,Suffolk,15900,17150000
10997,2004,8,Hudson Valley,Sullivan,600,560000
10998,2004,8,Southern Tier,Tioga,400,400000
10999,2004,8,Southern Tier,Tompkins,600,530000
11000,2004,8,Hudson Valley,Ulster,2200,2060000
11001,2004,8,Unknown Geography,Unknown,900,1110000
11002,2004,8,Capital,Warren,500,390000
11003,2004,8,Capital,Washington,500,390000
11004,2004,8,Finger Lakes,Wayne,1000,940000
11005,2004,8,Hudson Valley,Westchester,7700,8700000
11006,2004,8,Finger Lakes,Wyoming,400,370000
11007,2004,8,Finger Lakes,Yates,200,140000
11008,2004,7,Capital,Albany,2200,1880000
11009,2004,7,Western New York,Allegany,600,440000
11010,2004,7,New York City,Bronx,15500,13170000
11011,2004,7,Southern Tier,Broome,1900,1440000
11012,2004,7,Western New York,Cattaraugus,1300,860000
11013,2004,7,Central New York,Cayuga,1000,730000
11014,2004,7,Western New York,Chautauqua,1500,990000
11015,2004,7,Southern Tier,Chemung,800,660000
11016,2004,7,Southern Tier,Chenango,500,380000
11017,2004,7,North Country,Clinton,900,670000
11018,2004,7,Capital,Columbia,400,320000
11019,2004,7,Central New York,Cortland,600,470000
11020,2004,7,Southern Tier,Delaware,400,260000
11021,2004,7,Hudson Valley,Dutchess,2100,1920000
11022,2004,7,Western New York,Erie,12700,10010000
11023,2004,7,North Country,Essex,300,220000
11024,2004,7,North Country,Franklin,400,330000
11025,2004,7,Mohawk Valley,Fulton,600,410000
11026,2004,7,Finger Lakes,Genesee,700,570000
11027,2004,7,Capital,Greene,500,370000
11028,2004,7,North Country,Hamilton,0,20000
11029,2004,7,Mohawk Valley,Herkimer,600,440000
11030,2004,7,North Country,Jefferson,1100,890000
11031,2004,7,New York City,Kings,28600,25020000
11032,2004,7,North Country,Lewis,300,240000
11033,2004,7,Finger Lakes,Livingston,800,610000
11034,2004,7,Central New York,Madison,700,620000
11035,2004,7,Finger Lakes,Monroe,8300,7250000
11036,2004,7,Mohawk Valley,Montgomery,700,500000
11037,2004,7,Long Island,Nassau,12400,12580000
11038,2004,7,New York City,New York,18500,17920000
11039,2004,7,Western New York,Niagara,3400,2440000
11040,2004,7,Mohawk Valley,Oneida,2100,1500000
11041,2004,7,Central New York,Onondaga,5000,4560000
11042,2004,7,Finger Lakes,Ontario,1000,800000
11043,2004,7,Hudson Valley,Orange,2800,2580000
11044,2004,7,Finger Lakes,Orleans,600,380000
11045,2004,7,Central New York,Oswego,2000,1830000
11046,2004,7,Mohawk Valley,Otsego,500,390000
11047,2004,7,Out-of-State Resident,Out-of-State,17200,19710000
11048,2004,7,Hudson Valley,Putnam,800,790000
11049,2004,7,New York City,Queens,22100,20940000
11050,2004,7,Capital,Rensselaer,1500,1190000
11051,2004,7,New York City,Richmond,5100,5040000
11052,2004,7,Hudson Valley,Rockland,2200,2080000
11053,2004,7,Capital,Saratoga,1400,1250000
11054,2004,7,Capital,Schenectady,1300,1160000
11055,2004,7,Mohawk Valley,Schoharie,300,260000
11056,2004,7,Southern Tier,Schuyler,200,160000
11057,2004,7,Finger Lakes,Seneca,300,220000
11058,2004,7,Southern Tier,Steuben,1000,740000
11059,2004,7,North Country,St. Lawrence,1300,980000
11060,2004,7,Long Island,Suffolk,15800,15200000
11061,2004,7,Hudson Valley,Sullivan,600,480000
11062,2004,7,Southern Tier,Tioga,500,380000
11063,2004,7,Southern Tier,Tompkins,600,520000
11064,2004,7,Hudson Valley,Ulster,2100,1670000
11065,2004,7,Unknown Geography,Unknown,800,920000
11066,2004,7,Capital,Warren,500,390000
11067,2004,7,Capital,Washington,500,360000
11068,2004,7,Finger Lakes,Wayne,1000,830000
11069,2004,7,Hudson Valley,Westchester,7600,7310000
11070,2004,7,Finger Lakes,Wyoming,500,370000
11071,2004,7,Finger Lakes,Yates,200,140000
11072,2004,6,Capital,Albany,2200,2240000
11073,2004,6,Western New York,Allegany,600,560000
11074,2004,6,New York City,Bronx,14200,14380000
11075,2004,6,Southern Tier,Broome,1900,1740000
11076,2004,6,Western New York,Cattaraugus,1300,1110000
11077,2004,6,Central New York,Cayuga,1000,840000
11078,2004,6,Western New York,Chautauqua,1500,1200000
11079,2004,6,Southern Tier,Chemung,900,850000
11080,2004,6,Southern Tier,Chenango,600,460000
11081,2004,6,North Country,Clinton,1100,890000
11082,2004,6,Capital,Columbia,400,360000
11083,2004,6,Central New York,Cortland,600,630000
11084,2004,6,Southern Tier,Delaware,400,310000
11085,2004,6,Hudson Valley,Dutchess,2000,2150000
11086,2004,6,Western New York,Erie,12000,11010000
11087,2004,6,North Country,Essex,400,340000
11088,2004,6,North Country,Franklin,500,470000
11089,2004,6,Mohawk Valley,Fulton,600,510000
11090,2004,6,Finger Lakes,Genesee,700,700000
11091,2004,6,Capital,Greene,500,470000
11092,2004,6,North Country,Hamilton,0,30000
11093,2004,6,Mohawk Valley,Herkimer,700,640000
11094,2004,6,North Country,Jefferson,1200,1100000
11095,2004,6,New York City,Kings,25200,26030000
11096,2004,6,North Country,Lewis,300,300000
11097,2004,6,Finger Lakes,Livingston,800,780000
11098,2004,6,Central New York,Madison,800,800000
11099,2004,6,Finger Lakes,Monroe,7800,8110000
11100,2004,6,Mohawk Valley,Montgomery,700,570000
11101,2004,6,Long Island,Nassau,11200,13220000
11102,2004,6,New York City,New York,17700,19980000
11103,2004,6,Western New York,Niagara,3100,2810000
11104,2004,6,Mohawk Valley,Oneida,2200,1860000
11105,2004,6,Central New York,Onondaga,4800,5260000
11106,2004,6,Finger Lakes,Ontario,1000,1020000
11107,2004,6,Hudson Valley,Orange,2600,2830000
11108,2004,6,Finger Lakes,Orleans,700,470000
11109,2004,6,Central New York,Oswego,2200,2390000
11110,2004,6,Mohawk Valley,Otsego,500,440000
11111,2004,6,Out-of-State Resident,Out-of-State,17300,23140000
11112,2004,6,Hudson Valley,Putnam,700,800000
11113,2004,6,New York City,Queens,20400,22640000
11114,2004,6,Capital,Rensselaer,1400,1400000
11115,2004,6,New York City,Richmond,4100,4720000
11116,2004,6,Hudson Valley,Rockland,1900,2170000
11117,2004,6,Capital,Saratoga,1500,1580000
11118,2004,6,Capital,Schenectady,1300,1290000
11119,2004,6,Mohawk Valley,Schoharie,400,320000
11120,2004,6,Southern Tier,Schuyler,200,190000
11121,2004,6,Finger Lakes,Seneca,300,270000
11122,2004,6,Southern Tier,Steuben,1100,1010000
11123,2004,6,North Country,St. Lawrence,1500,1280000
11124,2004,6,Long Island,Suffolk,12900,14810000
11125,2004,6,Hudson Valley,Sullivan,600,580000
11126,2004,6,Southern Tier,Tioga,500,480000
11127,2004,6,Southern Tier,Tompkins,600,590000
11128,2004,6,Hudson Valley,Ulster,1900,1840000
11129,2004,6,Unknown Geography,Unknown,900,1050000
11130,2004,6,Capital,Warren,600,490000
11131,2004,6,Capital,Washington,500,430000
11132,2004,6,Finger Lakes,Wayne,1000,1000000
11133,2004,6,Hudson Valley,Westchester,6800,8040000
11134,2004,6,Finger Lakes,Wyoming,500,470000
11135,2004,6,Finger Lakes,Yates,200,160000
11136,2004,5,Capital,Albany,2300,1910000
11137,2004,5,Western New York,Allegany,700,540000
11138,2004,5,New York City,Bronx,14200,12020000
11139,2004,5,Southern Tier,Broome,2100,1610000
11140,2004,5,Western New York,Cattaraugus,1400,1030000
11141,2004,5,Central New York,Cayuga,900,710000
11142,2004,5,Western New York,Chautauqua,1600,1090000
11143,2004,5,Southern Tier,Chemung,900,790000
11144,2004,5,Southern Tier,Chenango,600,450000
11145,2004,5,North Country,Clinton,1200,860000
11146,2004,5,Capital,Columbia,400,330000
11147,2004,5,Central New York,Cortland,700,600000
11148,2004,5,Southern Tier,Delaware,300,280000
11149,2004,5,Hudson Valley,Dutchess,2000,1890000
11150,2004,5,Western New York,Erie,11800,9730000
11151,2004,5,North Country,Essex,500,340000
11152,2004,5,North Country,Franklin,700,540000
11153,2004,5,Mohawk Valley,Fulton,600,480000
11154,2004,5,Finger Lakes,Genesee,900,700000
11155,2004,5,Capital,Greene,500,440000
11156,2004,5,North Country,Hamilton,100,60000
11157,2004,5,Mohawk Valley,Herkimer,900,670000
11158,2004,5,North Country,Jefferson,1500,1130000
11159,2004,5,New York City,Kings,25200,21980000
11160,2004,5,North Country,Lewis,500,360000
11161,2004,5,Finger Lakes,Livingston,900,710000
11162,2004,5,Central New York,Madison,800,680000
11163,2004,5,Finger Lakes,Monroe,7700,7070000
11164,2004,5,Mohawk Valley,Montgomery,700,550000
11165,2004,5,Long Island,Nassau,11000,11200000
11166,2004,5,New York City,New York,17300,16350000
11167,2004,5,Western New York,Niagara,3300,2670000
11168,2004,5,Mohawk Valley,Oneida,2400,1760000
11169,2004,5,Central New York,Onondaga,5100,4330000
11170,2004,5,Finger Lakes,Ontario,1100,920000
11171,2004,5,Hudson Valley,Orange,2700,2510000
11172,2004,5,Finger Lakes,Orleans,600,450000
11173,2004,5,Central New York,Oswego,2300,1930000
11174,2004,5,Mohawk Valley,Otsego,600,390000
11175,2004,5,Out-of-State Resident,Out-of-State,17200,19430000
11176,2004,5,Hudson Valley,Putnam,700,710000
11177,2004,5,New York City,Queens,20400,19200000
11178,2004,5,Capital,Rensselaer,1400,1210000
11179,2004,5,New York City,Richmond,3900,3910000
11180,2004,5,Hudson Valley,Rockland,1800,1800000
11181,2004,5,Capital,Saratoga,1600,1380000
11182,2004,5,Capital,Schenectady,1300,1160000
11183,2004,5,Mohawk Valley,Schoharie,300,270000
11184,2004,5,Southern Tier,Schuyler,300,200000
11185,2004,5,Finger Lakes,Seneca,300,270000
11186,2004,5,Southern Tier,Steuben,1200,1020000
11187,2004,5,North Country,St. Lawrence,1600,1230000
11188,2004,5,Long Island,Suffolk,13200,12890000
11189,2004,5,Hudson Valley,Sullivan,700,550000
11190,2004,5,Southern Tier,Tioga,700,440000
11191,2004,5,Southern Tier,Tompkins,600,500000
11192,2004,5,Hudson Valley,Ulster,1700,1540000
11193,2004,5,Unknown Geography,Unknown,900,930000
11194,2004,5,Capital,Warren,800,530000
11195,2004,5,Capital,Washington,500,420000
11196,2004,5,Finger Lakes,Wayne,1100,920000
11197,2004,5,Hudson Valley,Westchester,6700,6850000
11198,2004,5,Finger Lakes,Wyoming,600,500000
11199,2004,5,Finger Lakes,Yates,200,160000
11200,2004,4,Capital,Albany,2700,2320000
11201,2004,4,Western New York,Allegany,800,670000
11202,2004,4,New York City,Bronx,16900,13340000
11203,2004,4,Southern Tier,Broome,2700,2090000
11204,2004,4,Western New York,Cattaraugus,1700,1270000
11205,2004,4,Central New York,Cayuga,1200,920000
11206,2004,4,Western New York,Chautauqua,2000,1350000
11207,2004,4,Southern Tier,Chemung,1100,930000
11208,2004,4,Southern Tier,Chenango,900,640000
11209,2004,4,North Country,Clinton,1500,1230000
11210,2004,4,Capital,Columbia,600,450000
11211,2004,4,Central New York,Cortland,900,890000
11212,2004,4,Southern Tier,Delaware,500,410000
11213,2004,4,Hudson Valley,Dutchess,2500,2270000
11214,2004,4,Western New York,Erie,15600,12180000
11215,2004,4,North Country,Essex,800,610000
11216,2004,4,North Country,Franklin,1000,790000
11217,2004,4,Mohawk Valley,Fulton,800,660000
11218,2004,4,Finger Lakes,Genesee,1200,940000
11219,2004,4,Capital,Greene,800,610000
11220,2004,4,North Country,Hamilton,200,120000
11221,2004,4,Mohawk Valley,Herkimer,1200,990000
11222,2004,4,North Country,Jefferson,2300,1680000
11223,2004,4,New York City,Kings,30900,24880000
11224,2004,4,North Country,Lewis,700,590000
11225,2004,4,Finger Lakes,Livingston,1200,930000
11226,2004,4,Central New York,Madison,1100,870000
11227,2004,4,Finger Lakes,Monroe,9300,7990000
11228,2004,4,Mohawk Valley,Montgomery,1100,850000
11229,2004,4,Long Island,Nassau,13500,12620000
11230,2004,4,New York City,New York,18500,17500000
11231,2004,4,Western New York,Niagara,4800,3520000
11232,2004,4,Mohawk Valley,Oneida,3000,2310000
11233,2004,4,Central New York,Onondaga,5300,4330000
11234,2004,4,Finger Lakes,Ontario,1500,1240000
11235,2004,4,Hudson Valley,Orange,3500,3030000
11236,2004,4,Finger Lakes,Orleans,800,580000
11237,2004,4,Central New York,Oswego,2500,1990000
11238,2004,4,Mohawk Valley,Otsego,900,660000
11239,2004,4,Out-of-State Resident,Out-of-State,18800,20990000
11240,2004,4,Hudson Valley,Putnam,900,810000
11241,2004,4,New York City,Queens,24300,21450000
11242,2004,4,Capital,Rensselaer,1900,1590000
11243,2004,4,New York City,Richmond,5200,4400000
11244,2004,4,Hudson Valley,Rockland,2400,2110000
11245,2004,4,Capital,Saratoga,2200,1810000
11246,2004,4,Capital,Schenectady,1700,1440000
11247,2004,4,Mohawk Valley,Schoharie,600,470000
11248,2004,4,Southern Tier,Schuyler,400,290000
11249,2004,4,Finger Lakes,Seneca,500,360000
11250,2004,4,Southern Tier,Steuben,1600,1310000
11251,2004,4,North Country,St. Lawrence,2100,1680000
11252,2004,4,Long Island,Suffolk,17900,15730000
11253,2004,4,Hudson Valley,Sullivan,1000,740000
11254,2004,4,Southern Tier,Tioga,700,530000
11255,2004,4,Southern Tier,Tompkins,700,600000
11256,2004,4,Hudson Valley,Ulster,2200,1860000
11257,2004,4,Unknown Geography,Unknown,1000,1040000
11258,2004,4,Capital,Warren,1200,840000
11259,2004,4,Capital,Washington,800,600000
11260,2004,4,Finger Lakes,Wayne,1500,1250000
11261,2004,4,Hudson Valley,Westchester,8500,8020000
11262,2004,4,Finger Lakes,Wyoming,1000,750000
11263,2004,4,Finger Lakes,Yates,300,250000
11264,2004,3,Capital,Albany,3100,3330000
11265,2004,3,Western New York,Allegany,1100,1080000
11266,2004,3,New York City,Bronx,17800,17700000
11267,2004,3,Southern Tier,Broome,3000,3260000
11268,2004,3,Western New York,Cattaraugus,2100,2000000
11269,2004,3,Central New York,Cayuga,1500,1480000
11270,2004,3,Western New York,Chautauqua,2300,2120000
11271,2004,3,Southern Tier,Chemung,1300,1360000
11272,2004,3,Southern Tier,Chenango,1000,1070000
11273,2004,3,North Country,Clinton,1600,1690000
11274,2004,3,Capital,Columbia,700,740000
11275,2004,3,Central New York,Cortland,1100,1320000
11276,2004,3,Southern Tier,Delaware,600,700000
11277,2004,3,Hudson Valley,Dutchess,3000,3360000
11278,2004,3,Western New York,Erie,16300,16570000
11279,2004,3,North Country,Essex,900,920000
11280,2004,3,North Country,Franklin,1000,1080000
11281,2004,3,Mohawk Valley,Fulton,1000,970000
11282,2004,3,Finger Lakes,Genesee,1400,1430000
11283,2004,3,Capital,Greene,800,900000
11284,2004,3,North Country,Hamilton,200,150000
11285,2004,3,Mohawk Valley,Herkimer,1400,1530000
11286,2004,3,North Country,Jefferson,2500,2500000
11287,2004,3,New York City,Kings,30600,31100000
11288,2004,3,North Country,Lewis,800,930000
11289,2004,3,Finger Lakes,Livingston,1300,1350000
11290,2004,3,Central New York,Madison,1400,1490000
11291,2004,3,Finger Lakes,Monroe,9800,10620000
11292,2004,3,Mohawk Valley,Montgomery,1200,1390000
11293,2004,3,Long Island,Nassau,14800,17330000
11294,2004,3,New York City,New York,20200,22190000
11295,2004,3,Western New York,Niagara,4800,4940000
11296,2004,3,Mohawk Valley,Oneida,3600,3630000
11297,2004,3,Central New York,Onondaga,6100,6200000
11298,2004,3,Finger Lakes,Ontario,1800,1910000
11299,2004,3,Hudson Valley,Orange,3800,4310000
11300,2004,3,Finger Lakes,Orleans,800,860000
11301,2004,3,Central New York,Oswego,3000,3090000
11302,2004,3,Mohawk Valley,Otsego,1100,1070000
11303,2004,3,Out-of-State Resident,Out-of-State,21100,27910000
11304,2004,3,Hudson Valley,Putnam,900,1160000
11305,2004,3,New York City,Queens,25500,27820000
11306,2004,3,Capital,Rensselaer,2200,2500000
11307,2004,3,New York City,Richmond,4800,5500000
11308,2004,3,Hudson Valley,Rockland,2500,2840000
11309,2004,3,Capital,Saratoga,2600,2730000
11310,2004,3,Capital,Schenectady,1900,2020000
11311,2004,3,Mohawk Valley,Schoharie,600,730000
11312,2004,3,Southern Tier,Schuyler,400,470000
11313,2004,3,Finger Lakes,Seneca,600,630000
11314,2004,3,Southern Tier,Steuben,1800,1940000
11315,2004,3,North Country,St. Lawrence,2500,2450000
11316,2004,3,Long Island,Suffolk,19400,22810000
11317,2004,3,Hudson Valley,Sullivan,1200,1210000
11318,2004,3,Southern Tier,Tioga,800,860000
11319,2004,3,Southern Tier,Tompkins,800,890000
11320,2004,3,Hudson Valley,Ulster,2500,2710000
11321,2004,3,Unknown Geography,Unknown,1200,1490000
11322,2004,3,Capital,Warren,1400,1340000
11323,2004,3,Capital,Washington,1000,990000
11324,2004,3,Finger Lakes,Wayne,1800,1940000
11325,2004,3,Hudson Valley,Westchester,9800,11640000
11326,2004,3,Finger Lakes,Wyoming,1200,1260000
11327,2004,3,Finger Lakes,Yates,400,390000
11328,2004,2,Capital,Albany,3000,2710000
11329,2004,2,Western New York,Allegany,1000,930000
11330,2004,2,New York City,Bronx,17600,15120000
11331,2004,2,Southern Tier,Broome,3100,2750000
11332,2004,2,Western New York,Cattaraugus,1900,1620000
11333,2004,2,Central New York,Cayuga,1600,1320000
11334,2004,2,Western New York,Chautauqua,2400,1900000
11335,2004,2,Southern Tier,Chemung,1400,1190000
11336,2004,2,Southern Tier,Chenango,1000,930000
11337,2004,2,North Country,Clinton,1500,1320000
11338,2004,2,Capital,Columbia,700,620000
11339,2004,2,Central New York,Cortland,1000,1090000
11340,2004,2,Southern Tier,Delaware,600,570000
11341,2004,2,Hudson Valley,Dutchess,2900,2910000
11342,2004,2,Western New York,Erie,16600,14280000
11343,2004,2,North Country,Essex,800,740000
11344,2004,2,North Country,Franklin,1000,870000
11345,2004,2,Mohawk Valley,Fulton,1000,830000
11346,2004,2,Finger Lakes,Genesee,1400,1250000
11347,2004,2,Capital,Greene,800,750000
11348,2004,2,North Country,Hamilton,200,120000
11349,2004,2,Mohawk Valley,Herkimer,1400,1260000
11350,2004,2,North Country,Jefferson,2500,2070000
11351,2004,2,New York City,Kings,30700,26930000
11352,2004,2,North Country,Lewis,800,810000
11353,2004,2,Finger Lakes,Livingston,1400,1240000
11354,2004,2,Central New York,Madison,1400,1270000
11355,2004,2,Finger Lakes,Monroe,10200,9020000
11356,2004,2,Mohawk Valley,Montgomery,1400,1200000
11357,2004,2,Long Island,Nassau,15400,15230000
11358,2004,2,New York City,New York,20000,19180000
11359,2004,2,Western New York,Niagara,5000,4340000
11360,2004,2,Mohawk Valley,Oneida,3600,3100000
11361,2004,2,Central New York,Onondaga,6000,5290000
11362,2004,2,Finger Lakes,Ontario,1700,1620000
11363,2004,2,Hudson Valley,Orange,3800,3690000
11364,2004,2,Finger Lakes,Orleans,900,750000
11365,2004,2,Central New York,Oswego,3100,2830000
11366,2004,2,Mohawk Valley,Otsego,1100,980000
11367,2004,2,Out-of-State Resident,Out-of-State,21000,23780000
11368,2004,2,Hudson Valley,Putnam,1000,1050000
11369,2004,2,New York City,Queens,25400,23820000
11370,2004,2,Capital,Rensselaer,2300,2130000
11371,2004,2,New York City,Richmond,5100,4850000
11372,2004,2,Hudson Valley,Rockland,2700,2520000
11373,2004,2,Capital,Saratoga,2600,2340000
11374,2004,2,Capital,Schenectady,1900,1730000
11375,2004,2,Mohawk Valley,Schoharie,700,650000
11376,2004,2,Southern Tier,Schuyler,500,390000
11377,2004,2,Finger Lakes,Seneca,600,540000
11378,2004,2,Southern Tier,Steuben,1900,1710000
11379,2004,2,North Country,St. Lawrence,2300,1980000
11380,2004,2,Long Island,Suffolk,21800,20860000
11381,2004,2,Hudson Valley,Sullivan,1200,1030000
11382,2004,2,Southern Tier,Tioga,800,740000
11383,2004,2,Southern Tier,Tompkins,800,730000
11384,2004,2,Hudson Valley,Ulster,2600,2420000
11385,2004,2,Unknown Geography,Unknown,1300,1350000
11386,2004,2,Capital,Warren,1400,1150000
11387,2004,2,Capital,Washington,1000,890000
11388,2004,2,Finger Lakes,Wayne,1900,1680000
11389,2004,2,Hudson Valley,Westchester,10000,10210000
11390,2004,2,Finger Lakes,Wyoming,1200,1120000
11391,2004,2,Finger Lakes,Yates,400,330000
11392,2004,1,Capital,Albany,3200,2710000
11393,2004,1,Western New York,Allegany,1100,920000
11394,2004,1,New York City,Bronx,18900,15410000
11395,2004,1,Southern Tier,Broome,3600,2800000
11396,2004,1,Western New York,Cattaraugus,2000,1620000
11397,2004,1,Central New York,Cayuga,1700,1300000
11398,2004,1,Western New York,Chautauqua,2500,1890000
11399,2004,1,Southern Tier,Chemung,1400,1200000
11400,2004,1,Southern Tier,Chenango,1100,850000
11401,2004,1,North Country,Clinton,1600,1330000
11402,2004,1,Capital,Columbia,700,580000
11403,2004,1,Central New York,Cortland,1200,1110000
11404,2004,1,Southern Tier,Delaware,600,530000
11405,2004,1,Hudson Valley,Dutchess,3000,2840000
11406,2004,1,Western New York,Erie,18600,14640000
11407,2004,1,North Country,Essex,800,690000
11408,2004,1,North Country,Franklin,1000,820000
11409,2004,1,Mohawk Valley,Fulton,1100,870000
11410,2004,1,Finger Lakes,Genesee,1600,1260000
11411,2004,1,Capital,Greene,800,670000
11412,2004,1,North Country,Hamilton,200,110000
11413,2004,1,Mohawk Valley,Herkimer,1900,1310000
11414,2004,1,North Country,Jefferson,2500,1920000
11415,2004,1,New York City,Kings,33700,28000000
11416,2004,1,North Country,Lewis,800,690000
11417,2004,1,Finger Lakes,Livingston,1500,1190000
11418,2004,1,Central New York,Madison,1500,1270000
11419,2004,1,Finger Lakes,Monroe,10600,8950000
11420,2004,1,Mohawk Valley,Montgomery,1400,1160000
11421,2004,1,Long Island,Nassau,16100,15400000
11422,2004,1,New York City,New York,21100,20100000
11423,2004,1,Western New York,Niagara,5800,4360000
11424,2004,1,Mohawk Valley,Oneida,3900,3010000
11425,2004,1,Central New York,Onondaga,6300,5230000
11426,2004,1,Finger Lakes,Ontario,1800,1610000
11427,2004,1,Hudson Valley,Orange,4100,3670000
11428,2004,1,Finger Lakes,Orleans,1000,720000
11429,2004,1,Central New York,Oswego,3200,2730000
11430,2004,1,Mohawk Valley,Otsego,1200,950000
11431,2004,1,Out-of-State Resident,Out-of-State,21100,23450000
11432,2004,1,Hudson Valley,Putnam,1100,1020000
11433,2004,1,New York City,Queens,26900,24390000
11434,2004,1,Capital,Rensselaer,2300,1950000
11435,2004,1,New York City,Richmond,5800,5060000
11436,2004,1,Hudson Valley,Rockland,2800,2490000
11437,2004,1,Capital,Saratoga,2600,2250000
11438,2004,1,Capital,Schenectady,2000,1660000
11439,2004,1,Mohawk Valley,Schoharie,700,610000
11440,2004,1,Southern Tier,Schuyler,500,380000
11441,2004,1,Finger Lakes,Seneca,600,520000
11442,2004,1,Southern Tier,Steuben,2000,1740000
11443,2004,1,North Country,St. Lawrence,2400,1820000
11444,2004,1,Long Island,Suffolk,22400,20620000
11445,2004,1,Hudson Valley,Sullivan,1200,1020000
11446,2004,1,Southern Tier,Tioga,900,770000
11447,2004,1,Southern Tier,Tompkins,900,700000
11448,2004,1,Hudson Valley,Ulster,2700,2330000
11449,2004,1,Unknown Geography,Unknown,1500,1500000
11450,2004,1,Capital,Warren,1400,1090000
11451,2004,1,Capital,Washington,1000,840000
11452,2004,1,Finger Lakes,Wayne,2000,1660000
11453,2004,1,Hudson Valley,Westchester,10400,10060000
11454,2004,1,Finger Lakes,Wyoming,1300,1050000
11455,2004,1,Finger Lakes,Yates,400,340000
11456,2003,12,Capital,Albany,2900,2750000
11457,2003,12,Western New York,Allegany,1000,970000
11458,2003,12,New York City,Bronx,17700,17960000
11459,2003,12,Southern Tier,Broome,2900,2840000
11460,2003,12,Western New York,Cattaraugus,1800,1640000
11461,2003,12,Central New York,Cayuga,1400,1260000
11462,2003,12,Western New York,Chautauqua,2400,2020000
11463,2003,12,Southern Tier,Chemung,1300,1210000
11464,2003,12,Southern Tier,Chenango,900,830000
11465,2003,12,North Country,Clinton,1400,1340000
11466,2003,12,Capital,Columbia,600,520000
11467,2003,12,Central New York,Cortland,1000,1090000
11468,2003,12,Southern Tier,Delaware,500,440000
11469,2003,12,Hudson Valley,Dutchess,2600,2760000
11470,2003,12,Western New York,Erie,16600,15390000
11471,2003,12,North Country,Essex,800,700000
11472,2003,12,North Country,Franklin,900,820000
11473,2003,12,Mohawk Valley,Fulton,1000,840000
11474,2003,12,Finger Lakes,Genesee,1400,1230000
11475,2003,12,Capital,Greene,800,660000
11476,2003,12,North Country,Hamilton,200,140000
11477,2003,12,Mohawk Valley,Herkimer,1800,1590000
11478,2003,12,North Country,Jefferson,2300,1900000
11479,2003,12,New York City,Kings,31200,31860000
11480,2003,12,North Country,Lewis,700,640000
11481,2003,12,Finger Lakes,Livingston,1300,1160000
11482,2003,12,Central New York,Madison,1200,1250000
11483,2003,12,Finger Lakes,Monroe,9700,9420000
11484,2003,12,Mohawk Valley,Montgomery,1200,1050000
11485,2003,12,Long Island,Nassau,14200,15690000
11486,2003,12,New York City,New York,20600,23000000
11487,2003,12,Western New York,Niagara,4900,4390000
11488,2003,12,Mohawk Valley,Oneida,3600,3210000
11489,2003,12,Central New York,Onondaga,5900,5640000
11490,2003,12,Finger Lakes,Ontario,1600,1530000
11491,2003,12,Hudson Valley,Orange,3700,3760000
11492,2003,12,Finger Lakes,Orleans,900,690000
11493,2003,12,Central New York,Oswego,2900,2780000
11494,2003,12,Mohawk Valley,Otsego,1000,860000
11495,2003,12,Out-of-State Resident,Out-of-State,20200,26540000
11496,2003,12,Hudson Valley,Putnam,900,1100000
11497,2003,12,New York City,Queens,24800,26990000
11498,2003,12,Capital,Rensselaer,2000,1890000
11499,2003,12,New York City,Richmond,5000,5540000
11500,2003,12,Hudson Valley,Rockland,2600,2690000
11501,2003,12,Capital,Saratoga,2300,2160000
11502,2003,12,Capital,Schenectady,1700,1620000
11503,2003,12,Mohawk Valley,Schoharie,600,530000
11504,2003,12,Southern Tier,Schuyler,400,400000
11505,2003,12,Finger Lakes,Seneca,500,500000
11506,2003,12,Southern Tier,Steuben,1800,1720000
11507,2003,12,North Country,St. Lawrence,2100,1850000
11508,2003,12,Long Island,Suffolk,18900,18880000
11509,2003,12,Hudson Valley,Sullivan,1200,1060000
11510,2003,12,Southern Tier,Tioga,800,750000
11511,2003,12,Southern Tier,Tompkins,700,730000
11512,2003,12,Hudson Valley,Ulster,2400,2330000
11513,2003,12,Unknown Geography,Unknown,1500,1790000
11514,2003,12,Capital,Warren,1300,1050000
11515,2003,12,Capital,Washington,800,740000
11516,2003,12,Finger Lakes,Wayne,1800,1640000
11517,2003,12,Hudson Valley,Westchester,9200,10320000
11518,2003,12,Finger Lakes,Wyoming,1100,940000
11519,2003,12,Finger Lakes,Yates,400,320000
11520,2003,11,Capital,Albany,2200,1820000
11521,2003,11,Western New York,Allegany,800,620000
11522,2003,11,New York City,Bronx,16700,14360000
11523,2003,11,Southern Tier,Broome,2400,1830000
11524,2003,11,Western New York,Cattaraugus,1400,1030000
11525,2003,11,Central New York,Cayuga,1000,790000
11526,2003,11,Western New York,Chautauqua,1800,1320000
11527,2003,11,Southern Tier,Chemung,1200,860000
11528,2003,11,Southern Tier,Chenango,700,530000
11529,2003,11,North Country,Clinton,1100,860000
11530,2003,11,Capital,Columbia,400,340000
11531,2003,11,Central New York,Cortland,700,610000
11532,2003,11,Southern Tier,Delaware,300,240000
11533,2003,11,Hudson Valley,Dutchess,2000,1930000
11534,2003,11,Western New York,Erie,12900,10210000
